titleID	fullTitle	year	genres
tt10560338	Bhasadbaaz	2021	Comedy,Drama
tt10563232	Afraid of the Dark	2021	Horror
tt10565666	Me, Myself and Di	2021	Comedy
tt10568496	From Ashes	2021	Action,Fantasy,Romance
tt10569656	Sami	2021	Drama,Family,War
tt10569922	Bunty Aur Babli 2	2021	Comedy,Romance
tt10572658	Collection	2021	Crime,Drama,Thriller
tt10573946	There's Something About Mario	2021	Comedy,Musical,Romance
tt10573984	Koko	2021	Comedy,Drama,Romance
tt10574244	Jekyll and Hyde Retold	2021	Drama,Thriller
tt10576862	The Podcast Revolution	2021	Documentary
tt10577826	The Swim	2021	Adventure,Documentary
tt10579952	Master	2021	Action,Thriller
tt10580170	The Pancake Ghost	2021	Musical
tt10580260	In Memoriam	2021	Thriller
tt10581938	Karishma	2021	Sci-Fi
tt10583174	Untitled TCMC Fan Film	2021	Horror
tt10587522	The Audiologist	2021	Musical,Romance
tt10588504	Mind-set	2021	Comedy,Drama
tt10588912	Muerte de un Hombre Viejo	2021	Thriller
tt10589738	Libertad	2021	Drama
tt10590744	Dart	2021	\N
tt10592842	Sodo Express	2021	Drama
tt10592946	Curse of the stone: So it begins	2021	Fantasy
tt10593750	Hababam Sinifi Yaz Oyunlari	2021	Comedy
tt10595006	Lost in Paradise	2021	Comedy,Drama
tt10601552	Slapface	2021	Horror,Thriller
tt10601948	Beyond the Wasteland	2021	Documentary
tt10603290	The Dawnsayer	2021	Biography,Documentary,History
tt10603372	Prince	2021	Drama
tt10605740	Humanity Stoked	2021	Documentary
tt10605812	The Girl Who Killed Her Parents	2021	Crime,Drama,Thriller
tt10607372	The Horrible Hunters	2021	Crime,Documentary,Drama
tt10608854	Maskhara	2021	Drama,Thriller
tt10612048	Mercy	2021	Action,Fantasy,Horror
tt10612362	A Spark in Nothing	2021	Drama,Romance
tt10613030	Sam & Mattie Make a Zombie Movie	2021	Documentary
tt10613176	Space Baby	2021	Family,Fantasy,Sci-Fi
tt10615792	The Sixth Borough of Hip-Hop	2021	Documentary
tt10616760	Shadow of the Cat	2021	Adventure,Fantasy
tt10616984	It's What's on the Inside	2021	Drama
tt10617192	Once Upon a Lifetime	2021	Drama,Fantasy
tt10618682	Addict Named Hal	2021	Drama
tt10619392	Realm of Shadows	2021	Thriller
tt10619494	MAHATAH - Side Stories from Main Stations	2021	Documentary
tt10620100	Dualatee	2021	Comedy
tt10621206	The Dreams in Gary's Basement	2021	Documentary
tt10621248	BEÒ	2021	Documentary
tt10621250	Kid Combat	2021	Action
tt10622972	Jhimma	2021	Drama
tt10623178	Alida	2021	Documentary
tt10626774	Waking Up Dead	2021	Comedy
tt10627274	El Blanco	2021	Drama
tt10627530	Life Ain't Like the Movies	2021	Drama
tt10629014	Checkout	2021	Thriller
tt10631206	Topology of Sirens	2021	Mystery
tt10632226	Nudo mixteco	2021	Drama
tt10633878	Lecciones para canallas	2021	Comedy
tt10635042	Sailor Moon Eternal	2021	Action,Adventure,Animation
tt10635588	A Christmas Wish	2021	Family
tt10636130	Making Sense	2021	Drama
tt10637398	Wicked Games: Inspired by Real Events	2021	Romance
tt10637824	The Surrogate	2021	Horror
tt10638108	Swamper	2021	Crime
tt10638320	Black Coffee	2021	Comedy
tt10639194	793	2021	Crime,Horror,Mystery
tt10639214	Dead & Beautiful	2021	Drama,Horror,Thriller
tt10640760	The Wrong Path	2021	Thriller
tt10642268	Call for a Poetic City	2021	Documentary
tt10644276	Orphan Asylum	2021	Horror
tt10644372	Lone Wolf	2021	Drama,Sci-Fi,Thriller
tt10645852	Chronicles Of The Anunnaki	2021	Action
tt10645874	Rex Blood	2021	Action,Fantasy,Sci-Fi
tt10646310	Wings Over Water	2021	Documentary
tt10648714	Chernobyl: Abyss	2021	Drama,History,Romance
tt10649008	I'm Not in Love	2021	Comedy
tt10650798	Karachi 81	2021	Action,Drama,Thriller
tt10651084	Phatte Dinde Chakk Punjabi	2021	Comedy
tt10651230	The Peasants	2021	Drama
tt10652948	Undertaker	2021	Drama
tt10654434	The Curse of Raven Heights	2021	Horror
tt10654470	Rex Blood	2021	Action,Fantasy,Sci-Fi
tt10654952	The Machinery of Death	2021	Documentary
tt10655320	Mother Noose Presents Once Upon a Nightmare	2021	Horror
tt10656034	Moras biti ziv da bi umro	2021	Drama
tt10657684	Dedo	2021	Comedy,Sci-Fi
tt10659270	Rehab Cabin	2021	Comedy
tt10660510	Emergence: Out of the Shadows	2021	Documentary
tt10661100	The Last Darling Bulgaria	2021	Biography,Drama,Mystery
tt10661500	Gun and a Hotel Bible	2021	Drama
tt10661710	Born a Champion	2021	Action,Drama,Sport
tt10661848	Jagame Thandhiram	2021	Action,Crime,Drama
tt10665338	Halloween Kills	2021	Horror,Thriller
tt10666128	Playing in the FM Band: The Steve Post Story	2021	Documentary
tt10666594	Laguna Ave	2021	Comedy,Sci-Fi
tt10667360	Payne	2021	Horror
tt10669868	Acting: The First Six Lessons	2021	Drama
tt10670754	Paranormal Investigators	2021	Comedy,Drama,Fantasy
tt10670858	The Scout	2021	Horror
tt10671328	Angrej Putt	2021	Drama
tt10672888	Burns House	2021	Horror
tt10673952	Sanskrit	2021	\N
tt10674614	Ashley Jones Is Perfectly Normal	2021	Comedy,Drama
tt10674758	Blind Cop 2	2021	Action
tt10674876	They Are Us	2021	Thriller
tt10676012	To All the Boys: Always and Forever	2021	Comedy,Drama,Romance
tt10676022	Captains of Za'atari	2021	Documentary,Sport
tt10676126	Our River...Our Sky	2021	Drama,War
tt10677764	Ocean of Obstacles	2021	Documentary
tt10680006	Byron and Babbage: A Calculating Story	2021	Documentary
tt10681336	ArchHeroes: The Natural Nine	2021	Action,Adventure
tt10681354	ArchHeroes: Aetherius	2021	Action,Fantasy,Sci-Fi
tt10681374	ArchHeroes: Salvation	2021	Action,Adventure,Fantasy
tt10682414	Petya na moyata Petya	2021	Drama
tt10686204	Pino	2021	Documentary,History
tt10686506	Too Unexpected	2021	Drama,Thriller
tt10687016	Asbury Park	2021	Drama
tt10687070	Mandela	2021	Comedy,Drama
tt10687258	Go Heal Yourself	2021	Documentary
tt10687506	The Electrical Life of Louis Wain	2021	Biography,Drama,History
tt10687846	Tracing Thalidomide: The Story of Frances Kelsey	2021	Documentary
tt10687866	Royaltee Studios Presents: Thy Kingdom Com	2021	Documentary
tt10687980	Thailand's Wild Cats	2021	Documentary
